text1,text2,human
"And to do good , having wealth in good works , being quick to give , taking part with one another ;","to do good , to be rich in good works , to be ready to impart , willing to communicate ,",4.333333333333333
"When they heard that he was alive , and had been seen by her , they disbelieved .","and they , having heard that he is alive , and was seen by her , did not believe .",4.0
"By the multitude of thine iniquities , in the unrighteousness of thy traffic , thou hast profaned thy sanctuaries ; therefore have I brought forth a fire from the midst of thee ; it hath devoured thee , and I have turned thee to ashes upon the earth in the sight of all them that behold thee .","By the multitude of your iniquities , in the unrighteousness of your traffic , you have profaned your sanctuaries ; therefore have I brought out a fire from the middle of you ; it has devoured you , and I have turned you to ashes on the earth in the sight of all those who see you .",4.333333333333333
"`` For who has known the mind of the Lord , that he should instruct him ? '' But we have Christ 's mind .",for who did know the mind of the Lord that he shall instruct Him ? and we -- we have the mind of Christ .,3.333333333333333
"Behold , they may gather together , but not by me : whosoever shall gather together against thee shall fall because of thee .","Behold , an inhabitant shall come , who was not with me , he that was a stranger to thee before , shall be joined to thee .",4.666666666666667
"After a little while those who stood by came and said to Peter , `` Surely you are also one of them , for your speech makes you known . ''","And after a little while they came that stood by , and said to Peter : Surely thou also art one of them ; for even thy speech doth discover thee .",4.666666666666667
"And he will judge between the nations , and will decide concerning many peoples ; and they shall beat their swords into plowshares , and their spears into pruning-hooks ; nation shall not lift up sword against nation , neither shall they learn war any more .","He will judge between the nations , and will decide concerning many peoples ; and they shall beat their swords into plowshares , and their spears into pruning hooks . Nation shall not lift up sword against nation , neither shall they learn war any more .",3.333333333333333
"And when he was in his journey , in the inn , the Lord met him , and would have killed him .","And it cometh to pass in the way , in a lodging place , that Jehovah meeteth him , and seeketh to put him to death ;",4.333333333333333
"And now , thus shalt thou say unto my servant David , Thus saith Jehovah of hosts : I took thee from the pasture-grounds , from following the sheep , to be prince over my people Israel ;","`And now , thus dost thou say to My servant , to David , Thus said Jehovah of Hosts , I have taken thee from the habitation , from after the sheep , to be leader over My people Israel ,",2.6666666666666665
"Then they comprehended that he did not speak of being beware of the leaven of bread , but of the doctrine of the Pharisees and Sadducees .","Then they understood that he did not say to take heed of the leaven of the bread , but of the teaching , of the Pharisees and Sadducees .",3.6666666666666665
"And I will put my spirit in you , causing you to be guided by my rules , and you will keep my orders and do them .","And I will put my spirit in the midst of you : and I will cause you to walk in my commandments , and to keep my judgments , and do them .",3.0
"And Hannah prayed , and said : My heart exulteth in Jehovah ; My horn is exalted in Jehovah ; My mouth is enlarged over mine enemies ; Because I rejoice in thy salvation .","My heart hath rejoiced in the Lord , and my horn is exalted in my God : my mouth is enlarged over my enemies : because I have joyed in thy salvation .",2.6666666666666665
"Yet , to remain in the flesh is more needful for your sake .","and to remain in the flesh is more necessary on your account ,",4.0
"Did we not say to you in Egypt , Let us be as we are , working for the Egyptians ? for it is better to be the servants of the Egyptians than to come to our death in the waste land .","Is not this the word that we spoke to thee in Egypt , saying : Depart from us that we may serve the Egyptians ? for it was much better to serve them , than to die in the wilderness .",3.6666666666666665
"You have heard their reproach , Yahweh , and all their devices against me ,","Their bitter words have come to your ears , O Lord , and all their designs against me ;",2.6666666666666665
"And they brought the captives , and the prey , and the spoil , unto Moses , and unto Eleazar the priest , and unto the congregation of the children of Israel , unto the camp at the plains of Moab , which are by the Jordan at Jericho .","And they brought them to Moses , and Eleazar the priest , and to all the multitude of the children of Israel . But the rest of the things for use they carried to the camp on the plains of Moab , beside the Jordan over against Jericho .",3.0
Is not thy wickedness great ? Neither is there any end to thine iniquities .,Is not your evil-doing great ? and there is no end to your sins .,4.0
And sixty-one thousand asses ;,"and sixty-one thousand asses ,",4.0
"So he brought him into his house , and gave the donkeys fodder . Then they washed their feet , and ate and drank .","And he brought him into his house , and gave the asses provender ; and they washed their feet , and ate and drank .",3.6666666666666665
I wait for Yahweh . My soul waits . I hope in his word .,"I wait for Jehovah ; my soul doth wait , and in his word do I hope .",3.333333333333333
Greet one another with a holy kiss .,salute one another in an holy kiss ;,4.0
"They are not in heaven , for you to say , Who will go up to heaven for us and give us knowledge of them so that we may do them ?","It is not in the heavens , that thou shouldest say , Who shall go up for us to the heavens , and bring it to us , that we should hear it and do it ?",2.6666666666666665
"And Solomon began to build the house of the Lord in Jerusalem , in mount Moria , which had been shewn to David his father , in the place which David had prepared in the thrashingfloor of Ornan the Jebusite .","And Solomon beginneth to build the house of Jehovah , in Jerusalem , in the mount of Moriah , where He appeared to David his father , in the place that David had prepared , in the threshing-floor of Ornan the Jebusite ,",4.333333333333333
Hallelujah ! Sing unto Jehovah a new song ; his praise in the congregation of the godly .,"Praise ye Jah ! Sing ye to Jehovah a new song , His praise in an assembly of saints .",3.333333333333333
"Thus saith Jehovah : Like as the shepherd rescueth out of the jaw of the lion two legs , or a piece of an ear ; so shall the children of Israel be rescued that sit in Samaria in the corner of a couch , and upon the damask of a bed .","Thus saith the Lord : As if a shepherd should get out of the lion 's mouth two legs , or the tip of the ear : so shall the children of Israel be taken out that dwell in Samaria , in a piece of a bed , and in the couch of Damascus .",4.0
"therefore thus saith the Lord Jehovah : Behold , I stretch out my hands upon the Philistines , and I will cut off the Kerethites , and cause the remnant of the sea-coast to perish .","Therefore , thus said the Lord Jehovah : Lo , I am stretching out My hand against the Philistines , And I have cut off the Cherethim , And destroyed the remnant of the haven of the sea ,",3.0
"And every creature which is in the heaven and upon the earth and under the earth , and [ those that are ] upon the sea , and all things in them , heard I saying , To him that sits upon the throne , and to the Lamb , blessing , and honour , and glory , and might , to the ages of ages .","And every creature , which is in heaven , and on the earth , and under the earth , and such as are in the sea , and all that are in them : I heard all saying : To him that sitteth on the throne , and to the Lamb , benediction , and honour , and glory , and power , for ever and ever .",3.6666666666666665
The patient man is better than the valiant : and he that ruleth his spirit than he that taketh cities .,"Better the slow to anger than the mighty , And the ruler over his spirit than he who is taking a city .",4.0
"For he shall be like the heath in the desert , and shall not see when good cometh , but shall inhabit the parched places in the wilderness , a salt land and not inhabited .","For he shall be like the heath in the desert , and shall not see when good comes , but shall inhabit the parched places in the wilderness , a salt land and not inhabited .",3.333333333333333
"And when he came to the house , he suffered not any man to enter in with him , save Peter , and John , and James , and the father of the maiden and her mother .","And having come to the house , he suffered no one to go in , except Peter , and James , and John , and the father of the child , and the mother ;",3.333333333333333
"Then let his father and mother take him to the responsible men of the town , to the public place ;","then shall his father and his mother lay hold on him , and bring him out unto the elders of his city , and unto the gate of his place ;",3.0
"And he said to the people , Be ready for the third day ; do not come near wives .","and he saith unto the people , `Be ye prepared for the third day , come not nigh unto a woman . '",4.666666666666667
"And again he went away , and prayed , saying the same words .","And going away again , he prayed , saying the same words .",4.0
"Command the children of Israel , and say to them : When you shall have passed over the Jordan , entering into the land of Chanaan ,","`Speak unto the sons of Israel , and thou hast said unto them , When ye are passing over the Jordan unto the land of Canaan ,",3.0
"And I answered , Who art thou , Lord ? And he said unto me , I am Jesus of Nazareth , whom thou persecutest .","And I , answering , said , Who are you ; Lord ? And he said to me , I am Jesus of Nazareth , whom you are attacking .",3.333333333333333
"For the assembly , there shall be one statute for you , and for the stranger that sojourneth with you , a statute for ever throughout your generations : as ye are , so shall the sojourner be before Jehovah .","There is to be one law for you and for the man of another country living with you , one law for ever from generation to generation ; as you are , so is he to be before the Lord .",2.6666666666666665
"Therefore it shall be , when Yahweh your God has given you rest from all your enemies all around , in the land which Yahweh your God gives you for an inheritance to possess it , that you shall blot out the memory of Amalek from under the sky . You shall not forget .","And it shall be , when Jehovah thy God shall have given thee rest from all thine enemies round about , in the land that Jehovah thy God giveth thee for an inheritance to possess it , that thou shalt blot out the remembrance of Amalek from under the heavens ; thou shalt not forget it .",3.333333333333333
"We were in the field , getting the grain stems together , and my grain kept upright , and yours came round and went down on the earth before mine .","that , lo , we are binding bundles in the midst of the field , and lo , my bundle hath arisen , and hath also stood up , and lo , your bundles are round about , and bow themselves to my bundle . '",3.333333333333333
"Take , brothers , for an example of suffering and of patience , the prophets who spoke in the name of the Lord .","Take an example , brethren , of suffering and having patience , the prophets , who have spoken in the name of Lord .",3.333333333333333
"My soul , you have said to Yahweh , `` You are my Lord . Apart from you I have no good thing . ''","Thou [ my soul ] hast said to Jehovah , Thou art the Lord : my goodness not to thee ; вЂ”",2.0
"Whether it be for correction , or for his land , Or for lovingkindness , that he cause it to come .","For a rod , or for a curse , or for mercy , causing it to come on the mark .",2.0
Has the rain a father ? or who gave birth to the drops of night mist ?,Hath the rain a father ? Or who hath begotten the drops of dew ?,3.6666666666666665
"God sent the word to the children of Israel , preaching peace by Jesus Christ : ( he is Lord of all . )","the word that he sent to the sons of Israel , proclaiming good news -- peace through Jesus Christ ( this one is Lord of all , )",3.6666666666666665
And store-houses for the produce of grain and wine and oil ; and buildings for all sorts of beasts and flocks .,"storehouses also for the increase of corn and new wine and oil , and stalls for all manner of beasts , and [ he procured ] flocks for the stalls .",3.333333333333333
"This will be more pleasing to the Lord than an ox , or a young ox of full growth .","And it shall please Jehovah more than an ox , вЂ”a bullock with horns and cloven hoofs .",3.6666666666666665
Cast thy bread upon the waters ; for thou shalt find it after many days .,Cast thy bread upon the running waters : for after a long time thou shalt find it again .,3.6666666666666665
But he will speak to this nation with stammering lips and in another language ;,"For by scorned lip , and by another tongue , Doth He speak unto this people .",2.0
"Woe to those who are wise in their own eyes , and prudent in their own sight !","Woe to you that are wise in your own eyes , and prudent in your own conceits .",4.666666666666667
"But if you do not give ear to the voice of the Lord your God , and take care to do all his orders and his laws which I give you today , then all these curses will come on you and overtake you :","`And it hath been , if thou dost not hearken unto the voice of Jehovah thy God to observe to do all His commands , and His statutes , which I am commanding thee to-day , that all these revilings have come upon thee , and overtaken thee :",2.333333333333333
"But if mischief happen , then thou shalt give life for life ,","and if there is mischief , then thou hast given life for life ,",3.6666666666666665
"And the hare , because the horn of its foot is not parted in two , is unclean to you .","and the hare , though it is bringing up the cud , yet the hoof hath not divided -- unclean it to you ;",3.6666666666666665
"He prayeth unto God , and he is favorable unto him , So that he seeth his face with joy : And he restoreth unto man his righteousness .","He makes his prayer to God , and he has mercy on him ; he sees God 's face with cries of joy ; he gives news of his righteousness to men ;",3.333333333333333
"Azmaveth the Baharumite , Eliahba the Shaalbonite ,","Azmaveth the Baharumite , Eliahba the Shaalbonite ,",1.3333333333333333
"Now after the death of Jehoiada came the princes of Judah , and made obeisance to the king . Then the king listened to them .","And after the death of Jehoiada come in have heads of Judah , and bow themselves to the king ; then hath the king hearkened unto them ,",3.0
"Thus did Noah ; according to all that God commanded him , so did he .",Thus Noah did . He did all that God commanded him .,3.6666666666666665
"so that ye come short in no gift , awaiting the revelation of our Lord Jesus Christ ;","so that ye are not behind in any gift , waiting for the revelation of our Lord Jesus Christ ,",3.333333333333333
"And this rumour of him went forth throughout all Judea , and throughout all the country round about .","And the account of this went forth in all Judea about him , and in all the region around .",2.0
"Bilhah , Rachel 's servant , conceived again , and bore Jacob a second son .","And again Bilhah , Rachel 's servant , was with child , and gave birth to a second son .",2.6666666666666665
And a great number of people went after him because they saw the signs which he did on those who were ill .,"and there was following him a great multitude , because they were seeing his signs that he was doing on the ailing ;",4.333333333333333
"And the Lord said to Moses and to Aaron , Take in your hand a little dust from the fire and let Moses send it in a shower up to heaven before the eyes of Pharaoh .","And Jehovah said to Moses and to Aaron , Take to yourselves handfuls of ashes of the furnace , and let Moses scatter it toward the heavens before the eyes of Pharaoh .",3.6666666666666665
"and asked them , saying , Is this your son , who ye say was born blind ? how then doth he now see ?","And they asked them saying , This is your son , of whom ye say that he was born blind : how then does he now see ?",4.333333333333333
"Oh fear Yahweh , you his saints , for there is no lack with those who fear him .","Fear Jehovah , ye His holy ones , For there is no lack to those fearing Him .",3.6666666666666665
"And they shall destroy the walls of Tyre , and break down her towers : I will also scrape her dust from her , and make her a bare rock .","And they have destroyed the walls of Tyre , And they have broken down her towers , And I have scraped her dust from her , And made her for a clear place of a rock .",3.0
"And if a man gives his house in a walled town for money , he has the right to get it back for the space of a full year after he has given it up .","`And when a man selleth a dwelling-house a walled city , then hath his right of redemption been until the completion of a year from its selling ; days -- is his right of redemption ;",3.0
Thou hast rebuked the proud : they are cursed who decline from thy commandments .,"I thank Thee , for Thou hast answered me , And art to me for salvation .",2.0
"Let the enemy pursue my soul , and overtake it ; Yea , let him tread my life down to the earth , And lay my glory in the dust . Selah","let the enemy pursue my soul , and overtake it ; yes , let him tread my life down to the earth , and lay my glory in the dust . Selah .",5.0
"and the border went out unto the side of Ekron northward ; and the border extended to Shikkeron , and passed along to mount Baalah , and went out at Jabneel ; and the goings out of the border were at the sea .","and the border hath gone out unto the side of Ekron northward , and the border hath been marked out Shicron , and hath passed over to mount Baalah , and gone out Jabneel ; and the outgoings of the border have been at the sea .",4.0
And Jacob set up a pillar upon her grave : the same is the Pillar of Rachel 's grave unto this day .,"And Jacob erected a pillar over her sepulchre : this is the pillar of Rachel 's monument , to this day .",4.0
"Rejoice , young man , in thy youth ; and let thy heart cheer thee in the days of thy youth , and walk in the ways of thy heart , and in the sight of thine eyes ; but know that for all these God will bring thee into judgment .","Rejoice therefore , O young man , in thy youth , and let thy heart be in that which is good in the days of thy youth , and walk in the ways of thy heart , and in the sight of thy eyes : and know that for all these God will bring thee into judgment .",3.333333333333333
He shall die for lack of instruction ; And in the greatness of his folly he shall go astray .,He will come to his end for need of teaching ; he is so foolish that he will go wandering from the right way .,3.333333333333333
Therefore a division arose again among the Jews because of these words .,A dissension rose again among the Jews for these words .,2.333333333333333
"Behold , there come seven years of great plenty throughout all the land of Egypt .","Behold , there come seven years of great plenty throughout the land of Egypt .",4.333333333333333
"There is no dark place , and no thick cloud , in which the workers of evil may take cover .","There is no darkness , nor shadow of death , where the workers of iniquity may hide themselves .",3.0
"And if the prophet be enticed and shall speak a word , I Jehovah have enticed that prophet ; and I will stretch out my hand against him , and will destroy him from the midst of my people Israel .","`And the prophet , when he is enticed , and hath spoken a word -- I , Jehovah , I have enticed that prophet , and have stretched out My hand against him , and have destroyed him from the midst of My people Israel .",3.333333333333333
"Wherefore they came back , and told him . And he said , This is the word of Jehovah , which he spake by his servant Elijah the Tishbite , saying , In the portion of Jezreel shall the dogs eat the flesh of Jezebel ;","Therefore they came back , and told him . He said , `` This is Yahweh 's word , which he spoke by his servant Elijah the Tishbite , saying , 'The dogs will eat the flesh of Jezebel on the plot of Jezreel ,",3.6666666666666665
"Now while Moses ' hand was lifted up , Israel was the stronger : but when he let his hand go down , Amalek became the stronger .","and it hath come to pass , when Moses lifteth up his hand , that Israel hath been mighty , and when he letteth his hands rest , that Amalek hath been mighty .",3.333333333333333
"After these things , when the wrath of king Ahasuerus was pacified , he remembered Vashti , and what she had done , and what was decreed against her .","After these things , when the wrath of King Ahasuerus was pacified , he remembered Vashti , and what she had done , and what was decreed against her .",4.333333333333333
"And Zedekiah king of Judah and his princes will I give into the hand of their enemies , and into the hand of them that seek their life , and into the hand of the king of Babylon 's army , that are gone away from you .","Zedekiah king of Judah and his princes will I give into the hand of their enemies , and into the hand of those who seek their life , and into the hand of the king of Babylon 's army , who have gone away from you .",4.333333333333333
"For the life of all flesh is in the blood : therefore I said to the children of Israel : You shall not eat the blood of any flesh at all , because the life of the flesh is in the blood , and whosoever eateth it , shall be cut off .","for [ it is ] the life of all flesh , its blood is for its life ; and I say to the sons of Israel , Blood of any flesh ye do not eat , for the life of all flesh is its blood ; any one eating it is cut off .",3.333333333333333
"Do not be glad , however , because you have power over spirits , but because your names are recorded in heaven .","Yet in this rejoice not , that the spirits are subjected to you , but rejoice that your names are written in the heavens .",4.0
And they were with the disciples there for a long time .,and they abode there not a little time with the disciples .,3.333333333333333
"As touching the gospel , they are enemies for your sake : but as touching the election , they are beloved for the fathers ' sake .","Concerning the Good News , they are enemies for your sake . But concerning the election , they are beloved for the fathers ' sake .",3.333333333333333
"Your words were found , and I ate them ; and your words were to me a joy and the rejoicing of my heart : for I am called by your name , Yahweh , God of Armies .","Thy words were found , and I did eat them , and thy words were unto me the joy and rejoicing of my heart ; for I am called by thy name , O Jehovah , God of hosts .",3.0
"I , Paul , give you this word of love in my handwriting . Keep in memory that I am a prisoner . Grace be with you .",The salutation by the hand of me Paul . Remember my bonds . Grace with you .,2.6666666666666665
So go now and give orders to the people that every man and every woman is to get from his or her neighbour ornaments of silver and of gold .,"Therefore thou shalt tell all the people that every man ask of his friend , and every woman of her neighbour , vessels of silver , and of gold .",3.333333333333333
"and he bade them teach the children of Judah [ the song of ] the bow . Behold , it is written in the book of Jasher : вЂ”","( Also he commanded that they should teach the children of Juda the use of the bow , as it is written in the book of the just . ) And he said : Consider , O Israel , for them that are dead , wounded on thy high places .",3.0
"So they passed by Jebus , and went on their journey , and the sun went down upon them when they were by Gabaa , which is in the tribe of Benjamin :","And they pass over , and go on , and the sun goeth in upon them near Gibeah , which is to Benjamin ;",2.6666666666666665
"Have n't you , God , rejected us ? You do n't go out with our armies , God .","Is it not Thou , O God ? hast Thou cast us off ? And dost Thou not go forth , O God , with our hosts !",2.333333333333333
"the prophets prophesy falsely , and the priests bear rule by their means ; and my people love to have it so : and what will ye do in the end thereof ?",The prophets give false words and the priests give decisions by their direction ; and my people are glad to have it so : and what will you do in the end ?,4.333333333333333
"These you are to put on Aaron , your brother , and on his sons , putting oil on them , separating them and making them holy , to do the work of priests to me .","And thou shalt clothe with them Aaron thy brother , and his sons with him ; and shalt anoint them , and consecrate them , and hallow them , that they may serve me as priests .",3.6666666666666665
"For not even they who receive circumcision do themselves keep the law ; but they desire to have you circumcised , that they may glory in your flesh .","For neither they themselves who are circumcised , keep the law ; but they will have you to be circumcised , that they may glory in your flesh .",5.0
"And their substance , and cattle , and all that they possess , shall be ours : only in this let us condescend , and by dwelling together , we shall make one people .","their cattle , and their substance , and all their beasts -- are they not ours ? only let us consent to them , and they dwell with us . '",3.0
"Therefore its name was called Babel , because there Yahweh confused the language of all the earth . From there , Yahweh scattered them abroad on the surface of all the earth .","And therefore the name thereof was called Babel , because there the language of the whole earth was confounded : and from thence the Lord scattered them abroad upon the face of all countries .",3.0
"And Isaiah the son of Amoz sent to Hezekiah , saying , Thus saith Jehovah the God of Israel : That which thou hast prayed to me concerning Sennacherib king of Assyria I have heard .","And Isaiah son of Amoz sendeth unto Hezekiah , saying , `Thus said Jehovah , God of Israel , That which thou hast prayed unto Me concerning Sennacherib king of Asshur I have heard :",4.0
"Jesus answered her , `` Everyone who drinks of this water will thirst again ,","Jesus said to her , Everyone who takes this water will be in need of it again :",2.0
"And the shepherds returned , glorifying and praising God for all things which they had heard and seen , as it had been said to them .","and the shepherds turned back , glorifying and praising God , for all those things they heard and saw , as it was spoken unto them .",3.333333333333333
"`` You shall make a screen for the door of the Tent , of blue , and purple , and scarlet , and fine twined linen , the work of the embroiderer .","`And thou hast made a covering for the opening of the tent , blue , and purple , and scarlet , and twined linen , work of an embroiderer ;",3.333333333333333
"( for Solomon had made a brazen scaffold , five cubits long , and five cubits broad , and three cubits high , and had set it in the midst of the court ; and upon it he stood , and kneeled down upon his knees before all the assembly of Israel , and spread forth his hands toward heaven ) ;","( for Solomon had made a bronze scaffold , five cubits long , and five cubits wide , and three cubits high , and had set it in the middle of the court ; and on it he stood , and knelt down on his knees before all the assembly of Israel , and spread out his hands toward heaven ; )",3.6666666666666665
"And a great multitude followed him , because they beheld the signs which he did on them that were sick .","And a great multitude followed him , because they saw the miracles which he did on them that were diseased .",3.333333333333333
So there was great joy in Jerusalem ; for since the time of Solomon the son of David king of Israel there was not the like in Jerusalem .,"So there was great joy in Jerusalem : for nothing like this had been seen in Jerusalem from the time of Solomon , the son of David , king of Israel .",4.0
"And the land was not able to bear them , that they might dwell together : for their substance was great , so that they could not dwell together .","The land was not able to bear them , that they might live together ; for their substance was great , so that they could not live together .",4.333333333333333
"The king said , `` What have I to do with you , you sons of Zeruiah ? Because he curses , and because Yahweh has said to him , 'Curse David ; ' who then shall say , 'Why have you done so ? ' ''","And the king saith , `What -- to me and to you , O sons of Zeruiah ? for -- let him revile ; even because Jehovah hath said to him , Revile David ; and who saith , Wherefore hast Thou done so ? '",4.0
"The Jews answered him , `` We do n't stone you for a good work , but for blasphemy : because you , being a man , make yourself God . ''","The Jews answered him : For a good work we stone thee not , but for blasphemy ; and because that thou , being a man , maketh thyself God .",3.333333333333333
"And Saul said to Michal , why have you been false to me , letting my hater go and get safely away ? And in answer Michal said to Saul , He said to me , Let me go , or I will put you to death .","And Saul saith unto Michal , `Why thus hast thou deceived me -- that thou dost send away mine enemy , and he is escaped ? ' and Michal saith unto Saul , `He said unto me , Send me away : why do I put thee to death ? '",3.333333333333333
"And he who sees me , sees him who sent me .","and he who is beholding me , doth behold Him who sent me ;",3.0
"He shall cleanse the house with the blood of the bird , and with the running water , with the living bird , with the cedar wood , with the hyssop , and with the scarlet ;","and he shall purge the house from the defilement with the blood of the bird , and with the running water , and with the living bird , and with the cedar-wood , and with the hyssop , and with the scarlet ;",3.333333333333333
"They help every one his neighbor ; and every one saith to his brother , Be of good courage .","They gave help everyone to his neighbour ; and everyone said to his brother , Take heart !",3.333333333333333
"Jesus therefore said to those Jews who had believed him , `` If you remain in my word , then you are truly my disciples .","Jesus therefore said to the Jews who believed him , If ye abide in my word , ye are truly my disciples ;",2.6666666666666665
"And the rest of it he makes into a god , even his pictured image : he goes down on his face before it , giving worship to it , and making prayer to it , saying , Be my saviour ; for you are my god .","And with the remainder thereof he maketh a god , his graven image ; he falleth down unto it , and worshippeth it , and prayeth unto it , and saith , Deliver me , for thou art my god .",3.6666666666666665
"And Jehovah said to Moses , I see this people , and behold , it is a stiff-necked people .","And Jehovah saith unto Moses , `I have seen this people , and lo , it a stiff-necked people ;",4.666666666666667
"They buried him in the border of his inheritance in Timnathserah , which is in the hill country of Ephraim , on the north of the mountain of Gaash .","And they buried him in the border of his possession in Thamnathsare , which is situate in mount Ephraim , on the north side of mount Gaas .",3.0
"The king commanded Joab and Abishai and Ittai , saying , `` Deal gently for my sake with the young man , even with Absalom . '' All the people heard when the king commanded all the captains concerning Absalom .","And the king commanded Joab and Abishai and Ittai , saying , gently for my sake with the young man Absalom . And all the people heard when the king gave all the captains charge concerning Absalom .",3.0
Hast thou given the horse his might ? Hast thou clothed his neck with the quivering mane ?,"Wilt thou give strength to the horse , or clothe his neck with neighing ?",3.0
And by these ye shall become unclean : whosoever toucheth the carcass of them shall be unclean until the even ;,"`And by these ye are made unclean , any one who is coming against their carcase is unclean till the evening ;",4.333333333333333
"And one of the Pharisees desired him to eat with him . And he went into the house of the Pharisee , and sat down to meat .","And a certain one of the Pharisees was asking him that he might eat with him , and having gone into the house of the Pharisee he reclined ( at meat ) ,",3.333333333333333
"And he shall turn his face toward the fortresses of his own land ; and he shall stumble and fall , and not be found .","And he turneth back his face to the strongholds of his land , and hath stumbled and fallen , and is not found .",3.0
"And the officers shall speak unto the people , saying , What man is there that hath built a new house , and hath not dedicated it ? let him go and return unto his house , lest he die in the battle , and another man dedicate it .","And the captains shall proclaim through every band in the hearing of the army : What man is there , that hath built a new house , and hath not dedicated it ? let him go and return to his house , lest he die in the battle , and another man dedicate it .",3.0
"As coals are to hot embers , and wood to fire , So is a contentious man to inflame strife .","As coals are to burning coals , and wood to fire , so an angry man stirreth up strife .",3.333333333333333
"I will send him against a profane nation , and against the people of my wrath will I give him a charge , to take the spoil , and to take the prey , and to tread them down like the mire of the streets .","I will send him against a hypocritical nation , and against the people of my wrath will I give him a charge ; to take the spoil , and to seize the prey , and to tread them down like the mire of the streets .",3.333333333333333
"Jehovah had delight [ in him ] for his righteousness ' sake : he hath magnified the law , and made it honourable .","And the Lord was willing to sanctify him , and to magnify the law , and exalt it .",2.333333333333333
"And the king sent , and they gathered unto him all the elders of Judah and of Jerusalem .","And the king sent , and they gathered to him all the elders of Judah and of Jerusalem .",4.666666666666667
"And now , make request for the grace of God so that he may have mercy on us : this has been your doing : will he give his approval to any of you ? says the Lord of armies .","And now , appease , I pray thee , the face of God , And He doth favour us ; From your own hand hath this been , Doth He accept of you appearances ? Said Jehovah of Hosts .",3.0
The wanderer from the way of knowledge will have his resting-place among the shades .,"A man who is wandering from the way of understanding , In an assembly of Rephaim resteth .",3.6666666666666665
Clubs are counted as stubble : He laugheth at the rushing of the javelin .,Clubs are counted as stubble ; he laugheth at the shaking of a javelin .,4.333333333333333
You will not let me be clear of sin ! why then do I take trouble for nothing ?,"Be it that I am wicked , why then do I labour in vain ?",3.333333333333333
"But they were hard-hearted , and went against your authority , turning their backs on your law , and putting to death your prophets , who gave witness against them with the purpose of turning them back again to you , and they did much to make you angry .","`And they are disobedient , and rebel against Thee , and cast Thy law behind their back , and Thy prophets they have slain , who testified against them , to bring them back unto Thee , and they do great despisings ,",2.333333333333333
"If any reach him with a sword , it can not hold ; neither spear , nor dart , nor harpoon .","The sword of his overtaker standeth not , Spear -- dart -- and lance .",3.0
"And when he was minded to pass over into Achaia , the brethren encouraged him , and wrote to the disciples to receive him : and when he was come , he helped them much that had believed through grace ;","When he had determined to pass over into Achaia , the brothers encouraged him , and wrote to the disciples to receive him . When he had come , he greatly helped those who had believed through grace ;",4.0
"If the bases are broken down , what is the upright man to do ?","They have spoken vain things every one to his neighbour : with deceitful lips , and with a double heart have they spoken .",4.0
"In the spring of the year King Nebuchadnezzar sent and took him away to Babylon , with the beautiful vessels of the house of the Lord , and made Zedekiah , his father 's brother , king over Judah and Jerusalem .","And at the turn of the year king Nebuchadnezzar sent and had him brought to Babylon , with the precious vessels of the house of Jehovah ; and he made Zedekiah his brother king over Judah and Jerusalem .",4.0
"From the end of the earth will I call unto thee , when my heart is overwhelmed : thou wilt lead me on to a rock which is too high for me .","From the end of the land unto Thee I call , In the feebleness of my heart , Into a rock higher than I Thou dost lead me .",3.0
"For my days consume away like smoke , And my bones are burned as a firebrand .",For my days consume away like smoke . My bones are burned as a torch .,4.0
"And besides all this , between us and you there is a great gulf fixed , that they that would pass from hence to you may not be able , and that none may cross over from thence to us .","And besides all this , between us and you a great chasm is fixed , so that those who desire to pass hence to you can not , nor do they who [ desire to cross ] from there pass over unto us .",4.0
"Therefore we ought to give the more earnest heed to the things that were heard , lest haply we drift away from them .","Therefore we ought to pay greater attention to the things that were heard , lest perhaps we drift away .",4.666666666666667
"Son of man , set your face toward the mountains of Israel , and prophesy to them ,","`Son of man , set thy face unto mountains of Israel , and prophesy concerning them :",2.6666666666666665
"In the resurrection therefore of which of them does she become wife , for the seven had her as wife ?","In the resurrection therefore , whose wife of them shall she be ? For all the seven had her to wife .",4.0
"For they have devoured Jacob , and destroyed his homeland .",Thou hast made us to be a contradiction to our neighbours : and our enemies have scoffed at us .,2.0
For I reckon that the sufferings of this present time are not worthy to be compared with the glory which shall be revealed to us-ward .,I am of the opinion that there is no comparison between the pain of this present time and the glory which we will see in the future .,2.0
Rehum the chancellor and Shimshai the scribe wrote a letter against Jerusalem to Artaxerxes the king in this sort :,"Rehum counsellor , and Shimshai scribe have written a letter concerning Jerusalem to Artaxerxes the king , thus :",3.0
"Shaking fear is coming ; and they will be looking for peace , and there will be no peace .","When distress cometh upon them , they will seek for peace and there shall be none .",3.333333333333333
"While he was in one of the cities , behold , there was a man full of leprosy . When he saw Jesus , he fell on his face , and begged him , saying , `` Lord , if you want to , you can make me clean . ''","And it came to pass , in his being in one of the cities , that lo , a man full of leprosy , and having seen Jesus , having fallen on face , he besought him , saying , `Sir , if thou mayest will , thou art able to cleanse me ; '",3.6666666666666665
"I have forsaken my house , I have cast off my heritage ; I have given the dearly beloved of my soul into the hand of her enemies .","I have given up my house , I have let my heritage go ; I have given the loved one of my soul into the hands of her haters .",4.333333333333333
