_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,does_the_candidate_rephrasing_preserve_the_nontoxic_content_from_the_original_comment,is_the_candidate_rephrasing_fluent_in_english,is_the_candidate_rephrasing_text_a_polite_comment,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,we_also_ask_you_to_judge_the_overall_acceptability_of_the_rephrasing_if_it_appeared_in_a_realworld_system,does_the_candidate_rephrasing_preserve_the_nontoxic_content_from_the_original_comment_gold,id,is_the_candidate_rephrasing_fluent_in_english_gold,is_the_candidate_rephrasing_text_a_polite_comment_gold,original_toxic_comment,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner_gold,value,variable,we_also_ask_you_to_judge_the_overall_acceptability_of_the_rephrasing_if_it_appeared_in_a_realworld_system_gold
2849603028,10/3/2020 20:39:54,false,5764221705,,10/3/2020 20:37:36,false,feca,1,45485974,VEN,25,Caracas,2,1,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1337,,,Murder the Jews!,,murder the to you a murder,ST (multi) rephrasing,
2849603028,10/3/2020 20:39:56,false,5764221727,,10/3/2020 20:38:15,false,feca,0.7143,45995161,USA,,,1,1,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1337,,,Murder the Jews!,,murder the to you a murder,ST (multi) rephrasing,
2849603028,10/3/2020 20:51:41,false,5764226283,,10/3/2020 20:37:40,false,neodev,1,45826456,VEN,16,Alto De Los Godos,1,3,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1337,,,Murder the Jews!,,murder the to you a murder,ST (multi) rephrasing,
2849603028,10/3/2020 21:40:09,false,5764237996,,10/3/2020 21:37:51,false,feca,0.8571,45766264,VEN,13,Barquisimeto,1,4,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1337,,,Murder the Jews!,,murder the to you a murder,ST (multi) rephrasing,
2849603029,10/3/2020 20:37:38,false,5764219970,,10/3/2020 20:37:22,false,feca,0.8,45448788,USA,VA,Ashburn,1,1,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1085,,,Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,,quite we're dealing with human beings river are v. with,ST (multi) rephrasing,
2849603029,10/3/2020 20:38:26,false,5764220667,,10/3/2020 20:37:24,false,feca,1,45404154,USA,MN,Minneapolis,1,1,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1085,,,Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,,quite we're dealing with human beings river are v. with,ST (multi) rephrasing,
2849603029,10/3/2020 20:43:43,false,5764223714,,10/3/2020 20:37:22,false,feca,0.8571,45463628,USA,FL,Miami,5,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,1085,,,Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,,quite we're dealing with human beings river are v. with,ST (multi) rephrasing,
2849603029,10/3/2020 20:49:54,false,5764225779,,10/3/2020 20:46:35,false,feca,1,45562771,USA,MD,Chevy Chase,1,1,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1085,,,Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,,quite we're dealing with human beings river are v. with,ST (multi) rephrasing,
2849603029,10/3/2020 21:23:17,false,5764233721,,10/3/2020 21:07:32,false,feca,1,45194587,VEN,25,Caracas,2,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1085,,,Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,,quite we're dealing with human beings river are v. with,ST (multi) rephrasing,
2849603030,10/3/2020 20:37:39,false,5764219984,,10/3/2020 20:35:45,false,feca,0.8571,45256462,VEN,15,Cachipe,1,3,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,3582,,,"An arrogant plan, at best, ignorant at worst.",,"an solid plan, at best, leaves at pinch to a an",ST (multi) rephrasing,
2849603030,10/3/2020 20:38:29,false,5764220719,,10/3/2020 20:35:45,false,feca,0.8333,45438289,VEN,25,Caracas,2,2,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,3582,,,"An arrogant plan, at best, ignorant at worst.",,"an solid plan, at best, leaves at pinch to a an",ST (multi) rephrasing,
2849603030,10/3/2020 20:44:33,false,5764223983,,10/3/2020 20:35:44,false,feca,1,46127005,USA,,,3,2,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,3582,,,"An arrogant plan, at best, ignorant at worst.",,"an solid plan, at best, leaves at pinch to a an",ST (multi) rephrasing,
2849603030,10/3/2020 20:46:28,false,5764224707,,10/3/2020 20:35:45,false,feca,1,46099730,EGY,16,Edfu,1,1,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,3582,,,"An arrogant plan, at best, ignorant at worst.",,"an solid plan, at best, leaves at pinch to a an",ST (multi) rephrasing,
2849603030,10/3/2020 20:50:16,false,5764225902,,10/3/2020 20:35:46,false,feca,1,45311784,VEN,7,Guacara,2,2,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,3582,,,"An arrogant plan, at best, ignorant at worst.",,"an solid plan, at best, leaves at pinch to a an",ST (multi) rephrasing,
2849603031,10/3/2020 20:36:37,false,5764219445,,10/3/2020 20:35:37,false,feca,0.8889,45709177,USA,,,1,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,3291,,,Thomas Darcy Pathetic.,,thomas darcy it. to not thomas,ST (multi) rephrasing,
2849603031,10/3/2020 20:37:55,false,5764220120,,10/3/2020 20:35:37,false,feca,0.7143,45194612,USA,NY,New York,1,1,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,3291,,,Thomas Darcy Pathetic.,,thomas darcy it. to not thomas,ST (multi) rephrasing,
2849603031,10/3/2020 20:37:58,false,5764220165,,10/3/2020 20:35:38,false,feca,1,45740082,USA,VA,Ashburn,1,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,3291,,,Thomas Darcy Pathetic.,,thomas darcy it. to not thomas,ST (multi) rephrasing,
2849603031,10/3/2020 20:39:52,false,5764221691,,10/3/2020 20:35:37,false,feca,1,46012379,VEN,7,Valencia,2,3,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,3291,,,Thomas Darcy Pathetic.,,thomas darcy it. to not thomas,ST (multi) rephrasing,
2849603031,10/3/2020 20:40:51,false,5764222264,,10/3/2020 20:35:37,false,feca,1,46049583,USA,AZ,Phoenix,5,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,3291,,,Thomas Darcy Pathetic.,,thomas darcy it. to not thomas,ST (multi) rephrasing,
2849603032,10/3/2020 20:36:43,false,5764219470,,10/3/2020 20:35:37,false,feca,1,45547823,FRA,A8,Paris,1,1,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,4339,,,Alt left women are equally loathesome.,,alt through women are equally to a alt,ST (multi) rephrasing,
2849603032,10/3/2020 20:39:02,false,5764221120,,10/3/2020 20:35:38,false,feca,1,45448720,VEN,7,Valencia,3,1,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,4339,,,Alt left women are equally loathesome.,,alt through women are equally to a alt,ST (multi) rephrasing,
2849603032,10/3/2020 20:43:01,false,5764223457,,10/3/2020 20:40:21,false,feca,1,45450489,USA,TX,Dallas,3,2,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,4339,,,Alt left women are equally loathesome.,,alt through women are equally to a alt,ST (multi) rephrasing,
2849603032,10/3/2020 20:43:34,false,5764223658,,10/3/2020 20:35:38,false,feca,0.8333,45498854,VEN,,,2,1,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,4339,,,Alt left women are equally loathesome.,,alt through women are equally to a alt,ST (multi) rephrasing,
2849603032,10/3/2020 20:48:19,false,5764225322,,10/3/2020 20:35:39,false,feca,0.8333,45710762,VEN,25,Caracas,1,2,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,4339,,,Alt left women are equally loathesome.,,alt through women are equally to a alt,ST (multi) rephrasing,
2849603033,10/3/2020 20:40:26,false,5764222022,,10/3/2020 20:35:38,false,feca,0.8571,45852441,USA,MD,Chevy Chase,1,5,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,422,,,She is a disgrace!,,she is not or you not she,ST (multi) rephrasing,
2849603033,10/3/2020 20:40:47,false,5764222224,,10/3/2020 20:35:37,false,feca,1,45541647,EGY,5,Muhafazat Al Gharbiyah,1,1,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,422,,,She is a disgrace!,,she is not or you not she,ST (multi) rephrasing,
2849603033,10/3/2020 20:43:01,false,5764223454,,10/3/2020 20:41:44,false,neodev,0.7143,45394111,VEN,16,Alto De Los Godos,2,2,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,422,,,She is a disgrace!,,she is not or you not she,ST (multi) rephrasing,
2849603033,10/3/2020 20:44:50,false,5764224119,,10/3/2020 20:35:42,false,feca,1,46115213,USA,TX,Dallas,3,2,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,422,,,She is a disgrace!,,she is not or you not she,ST (multi) rephrasing,
2849603033,10/3/2020 21:08:21,false,5764230449,,10/3/2020 21:05:44,false,feca,1,45499300,VEN,25,Caracas,1,1,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,422,,,She is a disgrace!,,she is not or you not she,ST (multi) rephrasing,
2849603034,10/3/2020 20:40:10,false,5764221883,,10/3/2020 20:35:43,false,feca,0.8333,46075666,VEN,15,Charallave,2,4,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,2052,,,I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,,i get tired of it who sit there paying zero attention to the task at,ST (multi) rephrasing,
2849603034,10/3/2020 20:40:24,false,5764221994,,10/3/2020 20:35:43,false,feca,1,45382476,VEN,25,Caracas,1,1,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2052,,,I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,,i get tired of it who sit there paying zero attention to the task at,ST (multi) rephrasing,
2849603034,10/3/2020 20:44:33,false,5764223985,,10/3/2020 20:35:44,false,feca,1,46127005,USA,,,3,2,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2052,,,I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,,i get tired of it who sit there paying zero attention to the task at,ST (multi) rephrasing,
2849603034,10/3/2020 20:46:28,false,5764224716,,10/3/2020 20:35:45,false,feca,1,46099730,EGY,16,Edfu,3,2,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,2052,,,I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,,i get tired of it who sit there paying zero attention to the task at,ST (multi) rephrasing,
2849603034,10/3/2020 20:50:16,false,5764225903,,10/3/2020 20:35:46,false,feca,1,45311784,VEN,7,Guacara,3,2,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2052,,,I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,,i get tired of it who sit there paying zero attention to the task at,ST (multi) rephrasing,
2849603035,10/3/2020 20:38:22,false,5764220526,,10/3/2020 20:37:26,false,feca,0.8571,45161443,VEN,7,Valencia,1,4,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,144,,,And then they need to do what it takes to get rid of this mentally ill bigot!,,and then they need to do what it takes to get rid of this fine,ST (multi) rephrasing,
2849603035,10/3/2020 20:39:13,false,5764221265,,10/3/2020 20:36:34,false,feca,0.8571,45553446,VEN,15,Agua Fria,1,1,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,144,,,And then they need to do what it takes to get rid of this mentally ill bigot!,,and then they need to do what it takes to get rid of this fine,ST (multi) rephrasing,
2849603035,10/3/2020 20:42:39,false,5764223285,,10/3/2020 20:36:35,false,neodev,1,43939540,VEN,,,1,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,144,,,And then they need to do what it takes to get rid of this mentally ill bigot!,,and then they need to do what it takes to get rid of this fine,ST (multi) rephrasing,
2849603035,10/3/2020 21:01:21,false,5764228565,,10/3/2020 20:36:35,false,feca,1,45406858,USA,CO,Fort Collins,2,4,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,144,,,And then they need to do what it takes to get rid of this mentally ill bigot!,,and then they need to do what it takes to get rid of this fine,ST (multi) rephrasing,
2849603035,10/3/2020 21:33:47,false,5764236546,,10/3/2020 21:06:36,false,feca,1,45848728,SAU,14,Jeddah,2,1,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,144,,,And then they need to do what it takes to get rid of this mentally ill bigot!,,and then they need to do what it takes to get rid of this fine,ST (multi) rephrasing,
2849603036,10/3/2020 20:36:56,false,5764219537,,10/3/2020 20:35:36,false,feca,0.8571,45883370,USA,IL,Aurora,1,1,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1063,,,"I did give you substance, but you ran like an intellectually bankrupt coward.",,"i did give you substance, but you ran like an intellectually bankrupt fair?",ST (multi) rephrasing,
2849603036,10/3/2020 20:37:34,false,5764219930,,10/3/2020 20:35:36,false,feca,1,45485974,VEN,25,Caracas,3,3,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,1063,,,"I did give you substance, but you ran like an intellectually bankrupt coward.",,"i did give you substance, but you ran like an intellectually bankrupt fair?",ST (multi) rephrasing,
2849603036,10/3/2020 20:38:30,false,5764220752,,10/3/2020 20:35:37,false,feca,0.8889,45449567,USA,AZ,Phoenix,4,4,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,4,,1063,,,"I did give you substance, but you ran like an intellectually bankrupt coward.",,"i did give you substance, but you ran like an intellectually bankrupt fair?",ST (multi) rephrasing,
2849603036,10/3/2020 20:43:47,false,5764223735,,10/3/2020 20:35:37,false,feca,1,45896644,EGY,11,Cairo,5,5,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,5,,1063,,,"I did give you substance, but you ran like an intellectually bankrupt coward.",,"i did give you substance, but you ran like an intellectually bankrupt fair?",ST (multi) rephrasing,
2849603036,10/3/2020 21:08:02,false,5764230341,,10/3/2020 21:05:42,false,feca,0.8333,45422525,VEN,17,Altagracia,4,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,1063,,,"I did give you substance, but you ran like an intellectually bankrupt coward.",,"i did give you substance, but you ran like an intellectually bankrupt fair?",ST (multi) rephrasing,
2849603037,10/3/2020 20:40:04,false,5764221820,,10/3/2020 20:37:45,false,feca,1,45489412,VEN,,,1,1,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2458,,,"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".",,"homer simpson would say, well, just not homer",ST (multi) rephrasing,
2849603037,10/3/2020 20:41:43,false,5764222717,,10/3/2020 20:37:45,false,feca,0.8571,46080305,USA,VA,Annandale,1,2,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2458,,,"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".",,"homer simpson would say, well, just not homer",ST (multi) rephrasing,
2849603037,10/3/2020 20:41:52,false,5764222803,,10/3/2020 20:37:45,false,feca,0.8333,45438875,USA,IL,Chicago,2,4,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2458,,,"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".",,"homer simpson would say, well, just not homer",ST (multi) rephrasing,
2849603037,10/3/2020 20:42:23,false,5764223143,,10/3/2020 20:37:47,false,neodev,1,44083183,VEN,25,Caracas,4,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,2458,,,"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".",,"homer simpson would say, well, just not homer",ST (multi) rephrasing,
2849603037,10/3/2020 20:45:44,false,5764224464,,10/3/2020 20:37:48,false,feca,0.875,45597616,USA,VA,Annandale,2,2,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,2458,,,"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".",,"homer simpson would say, well, just not homer",ST (multi) rephrasing,
2849603038,10/3/2020 20:39:29,false,5764221506,,10/3/2020 20:37:58,false,feca,0.75,45575790,USA,TX,Pflugerville,3,4,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,129,,,How stupid was State is the proper question?,,how was state is the proper question? how,ST (multi) rephrasing,
2849603038,10/3/2020 20:40:31,false,5764222088,,10/3/2020 20:38:00,false,feca,1,45591604,USA,,,1,1,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,129,,,How stupid was State is the proper question?,,how was state is the proper question? how,ST (multi) rephrasing,
2849603038,10/3/2020 20:40:34,false,5764222118,,10/3/2020 20:38:00,false,feca,1,45740082,USA,VA,Ashburn,4,3,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,129,,,How stupid was State is the proper question?,,how was state is the proper question? how,ST (multi) rephrasing,
2849603038,10/3/2020 21:10:57,false,5764231169,,10/3/2020 21:08:01,false,feca,1,45633563,VEN,17,Porlamar,3,3,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,129,,,How stupid was State is the proper question?,,how was state is the proper question? how,ST (multi) rephrasing,
2849603038,10/3/2020 21:16:44,false,5764232387,,10/3/2020 21:08:10,false,feca,1,45499157,VEN,14,Mérida,4,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,4,,129,,,How stupid was State is the proper question?,,how was state is the proper question? how,ST (multi) rephrasing,
2849603039,10/3/2020 20:39:23,false,5764221402,,10/3/2020 20:36:21,false,feca,1,45597455,EGY,11,Cairo,1,1,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,967,,,"""High on stupid"".",,"""high on to you give a tends consultants",ST (multi) rephrasing,
2849603039,10/3/2020 20:39:25,false,5764221424,,10/3/2020 20:36:15,false,feca,0.8333,45778350,VEN,4,Maracay,2,2,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,4,,967,,,"""High on stupid"".",,"""high on to you give a tends consultants",ST (multi) rephrasing,
2849603039,10/3/2020 20:48:39,false,5764225438,,10/3/2020 20:38:57,false,feca,1,46099959,USA,VA,Ashburn,1,4,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,967,,,"""High on stupid"".",,"""high on to you give a tends consultants",ST (multi) rephrasing,
2849603039,10/3/2020 20:50:39,false,5764225983,,10/3/2020 20:36:17,false,feca,1,46007761,USA,,,1,2,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,967,,,"""High on stupid"".",,"""high on to you give a tends consultants",ST (multi) rephrasing,
2849603039,10/3/2020 21:38:51,false,5764237655,,10/3/2020 21:37:00,false,neodev,1,45421239,VEN,25,Caracas,1,2,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,967,,,"""High on stupid"".",,"""high on to you give a tends consultants",ST (multi) rephrasing,
2849603040,10/3/2020 20:39:05,false,5764221168,,10/3/2020 20:37:42,false,feca,0.875,45375753,VEN,25,Caracas,4,5,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,5,,3161,,,What idiocy.,,what point. to what,ST (multi) rephrasing,
2849603040,10/3/2020 20:39:16,false,5764221313,,10/3/2020 20:37:44,false,feca,0.8571,45256462,VEN,15,Cachipe,2,2,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,3161,,,What idiocy.,,what point. to what,ST (multi) rephrasing,
2849603040,10/3/2020 20:40:03,false,5764221804,,10/3/2020 20:37:43,false,feca,1,45687811,USA,CO,,1,1,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,3161,,,What idiocy.,,what point. to what,ST (multi) rephrasing,
2849603040,10/3/2020 20:41:37,false,5764222661,,10/3/2020 20:37:42,false,feca,0.8333,45397672,VEN,25,Caracas,2,4,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,4,,3161,,,What idiocy.,,what point. to what,ST (multi) rephrasing,
2849603040,10/3/2020 21:35:59,false,5764236985,,10/3/2020 21:07:48,false,feca,1,45993084,VEN,16,Caripito,3,4,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,3161,,,What idiocy.,,what point. to what,ST (multi) rephrasing,
2849603041,10/3/2020 20:36:44,false,5764219489,,10/3/2020 20:36:31,false,feca,0.8,45718668,VEN,25,Caracas,1,1,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2650,,,he's like 75 can't walk a block and eats crap food.,,he's like 75 can't walk a block and eats to food. he's,ST (multi) rephrasing,
2849603041,10/3/2020 20:36:48,false,5764219502,,10/3/2020 20:36:32,false,feca,0.8,45449588,USA,,,1,1,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2650,,,he's like 75 can't walk a block and eats crap food.,,he's like 75 can't walk a block and eats to food. he's,ST (multi) rephrasing,
2849603041,10/3/2020 20:37:03,false,5764219614,,10/3/2020 20:36:31,false,feca,0.8889,45615395,USA,NY,New York,5,1,1,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2650,,,he's like 75 can't walk a block and eats crap food.,,he's like 75 can't walk a block and eats to food. he's,ST (multi) rephrasing,
2849603041,10/3/2020 20:47:19,false,5764225042,,10/3/2020 20:36:35,false,clixsense,0.8333,45718766,ECU,18,Quito,3,4,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,2650,,,he's like 75 can't walk a block and eats crap food.,,he's like 75 can't walk a block and eats to food. he's,ST (multi) rephrasing,
2849603041,10/3/2020 21:03:26,false,5764229104,,10/3/2020 20:37:09,false,feca,1,45640921,USA,MD,Chevy Chase,1,1,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2650,,,he's like 75 can't walk a block and eats crap food.,,he's like 75 can't walk a block and eats to food. he's,ST (multi) rephrasing,
2849603042,10/3/2020 20:37:10,false,5764219697,,10/3/2020 20:35:37,false,feca,1,45889243,USA,CO,Denver,1,1,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1072,,,""" Somebody was certainly stupid with his e-mail.""",,""" somebody was certainly with his """,ST (multi) rephrasing,
2849603042,10/3/2020 20:37:13,false,5764219727,,10/3/2020 20:35:37,false,feca,1,45883381,USA,OR,Bend,1,1,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1072,,,""" Somebody was certainly stupid with his e-mail.""",,""" somebody was certainly with his """,ST (multi) rephrasing,
2849603042,10/3/2020 20:37:58,false,5764220170,,10/3/2020 20:35:38,false,feca,1,45740082,USA,VA,Ashburn,3,3,2,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,1072,,,""" Somebody was certainly stupid with his e-mail.""",,""" somebody was certainly with his """,ST (multi) rephrasing,
2849603042,10/3/2020 20:40:51,false,5764222266,,10/3/2020 20:35:37,false,feca,1,46049583,USA,AZ,Phoenix,5,3,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,3,,1072,,,""" Somebody was certainly stupid with his e-mail.""",,""" somebody was certainly with his """,ST (multi) rephrasing,
2849603042,10/3/2020 20:48:23,false,5764225364,,10/3/2020 20:37:11,false,feca,1,45664414,EGY,11,Cairo,1,1,5,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,1072,,,""" Somebody was certainly stupid with his e-mail.""",,""" somebody was certainly with his """,ST (multi) rephrasing,
2849603043,10/3/2020 20:37:30,false,5764219897,,10/3/2020 20:35:38,false,feca,0.8571,46080305,USA,VA,Annandale,1,2,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2866,,,"And surprisingly, Mr. Bernstien, middle America, will support him and not idiots like yourself who want to make news and not report it.",,"and surprisingly, mr. middle america, will support him and not it like yourself who",ST (multi) rephrasing,
2849603043,10/3/2020 20:39:18,false,5764221330,,10/3/2020 20:35:38,false,feca,1,45953087,VEN,25,Caracas,2,1,4,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,2,,2866,,,"And surprisingly, Mr. Bernstien, middle America, will support him and not idiots like yourself who want to make news and not report it.",,"and surprisingly, mr. middle america, will support him and not it like yourself who",ST (multi) rephrasing,
2849603043,10/3/2020 20:41:13,false,5764222443,,10/3/2020 20:35:38,false,feca,0.8333,45537276,USA,WV,,2,2,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2866,,,"And surprisingly, Mr. Bernstien, middle America, will support him and not idiots like yourself who want to make news and not report it.",,"and surprisingly, mr. middle america, will support him and not it like yourself who",ST (multi) rephrasing,
2849603043,10/3/2020 21:08:57,false,5764230607,,10/3/2020 21:05:41,false,feca,0.8889,45449567,USA,AZ,Phoenix,2,2,3,the_original_comment_is_too_toxic_or_otherwise_problematical_to_be_rephrased_in_a_civil_manner,1,,2866,,,"And surprisingly, Mr. Bernstien, middle America, will support him and not idiots like yourself who want to make news and not report it.",,"and surprisingly, mr. middle america, will support him and not it like yourself who",ST (multi) rephrasing,
